"id_vente","date_vente","magasin_code","magasin_nom","categorie_produit","produit_nom","mode_paiement","quantite","prix_unitaire","cout_unitaire","remise_pct","client_type","vendeur_id"
200,"2024-12-17","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","CASH",3,"0.73","0.42",0,"","V033"
201,"2024-07-26","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","CASH",2,"2.51","1.36",0,"Particulier","V015"
202,"26/11/2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Cash",2,"1.19","0.83",0,"Particulier","V022"
203,"9 août 2024","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","mobile money",7,"0.85","0.48",0,"","V018"
204,"2024-11-27","MAT","Kawa Market – Matete","FRAIS","Fromage local 200g","Mobile Money",2,"1.13","0.61",0,"Corporate","V035"
205,"2024-10-05","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","Momo",5,"1.13","0.67",0,"Particulier","V018"
206,"29/04/2024","GOM","Kawa Market – Gombe","BOISSONS","Soda 50cl","mobile money",12,"0.58","0.46",0,"","V023"
207,"11 juin 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","carte",6,"9.58","6.41",10,"Corporate","V032"
208,"04/11/2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","CASH",10,"1.21","0.65",NULL,"Corporate","V021"
209,"26 février 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé noir sachets","carte",7,"6.34","3.81",0,"Corporate","V011"
210,"11/06/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Carte",4,"2.83","2.11",5,"","V019"
211,"19 juillet 2024","GOM","Kawa Market – Gombe","BOISSONS","Jus naturel 1L","Carte bancaire",11,"1.35","1.05",0,"","V005"
212,"15 février 2024","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Mobile Money",5,"1.02","0.72",0,"","V007"
213,"2024-03-26","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Carte",2,"2.55","1.88",10,"","V011"
214,"13/05/2024","GOM","Kawa Market – Gombe","EPICERIE","Haricots 1kg","Mobile Money",12,"2.60","2.03",0,"","V039"
215,"30/11/2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Cash",6,"0.93","0.52",NULL,"","V019"
216,"08/09/2024","GOM","Kawa Market – Gombe","EPICERIE","Riz 5kg","Mobile Money",5,"8.59","5.91",5,"Corporate","V007"
217,"2024-02-29","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Carte",2,"2.07","1.28",0,"","V024"
218,"17 mai 2024","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","cash",6,"1.71","1.07",10,"Corporate","V036"
219,"2024-12-17","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","Mobile Money",7,"1.85","1.32",10,"Corporate","V008"
220,"18/04/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","cash",7,"4.81","3.59",0,"","V021"
221,"22 juillet 2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","cash",10,"6.70","4.92",0,"","V010"
222,"24 février 2024","GOM","Kawa Market – Gombe","EPICERIE","Huile végétale 1L","Momo",7,"7.24","4.86",5,"Particulier","V012"
223,"2024-01-20","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","cash",8,"2.80","2.15",0,"","V020"
224,"26/04/2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Momo",12,"1.54","1.07",0,"","V014"
225,"10/07/2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","mobile money",9,"1.11","0.81",10,"Particulier","V012"
226,"21/08/2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Momo",8,"1.76","1.22",0,"Particulier","V016"
227,"27 octobre 2024","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","mobile money",12,"2.72","1.38",0,"Corporate","V037"
228,"2024-04-15","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","cash",1,"1.63","0.88",0,"Particulier","V015"
229,"2024-11-25","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Momo",4,"1.61","1.13",10,"","V038"
230,"10 juillet 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Momo",11,"0.88","0.46",0,"","V018"
231,"17 mars 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","Carte",11,"4.56","2.31",5,"","V017"
232,"19/10/2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","carte",11,"2.46","1.90",NULL,"","V033"
233,"30/05/2024","MAT","Kawa Market – Matete","BOISSONS","Jus naturel 1L","carte",3,"1.92","1.48",NULL,"Particulier","V015"
234,"2024-06-18","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","Mobile Money",8,"0.69","0.48",10,"Particulier","V031"
235,"2024-06-01","GOM","Kawa Market – Gombe","BOISSONS","Soda 50cl","CASH",7,"1.98","1.52",5,"Corporate","V021"
236,"2024-03-31","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","Momo",4,"7.04","3.88",0,"","V006"
237,"2024-09-01","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Carte",1,"7.57","5.50",10,"Corporate","V002"
238,"2024-06-25","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","carte",5,"4.67","3.49",0,"","V030"
239,"2024-03-09","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","CASH",1,"3.83","2.75",0,"Corporate","V002"
240,"2024-01-20","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","Carte bancaire",11,"2.86","2.15",0,"Particulier","V027"
241,"15 avril 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Momo",11,"0.75","0.49",10,"Corporate","V027"
242,"28/02/2024","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","mobile money",4,"1.04","0.65",0,"Particulier","V036"
243,"02/01/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","carte",8,"4.60","2.42",10,"Particulier","V007"
244,"2024-05-15","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","",6,"7.21","4.28",NULL,"Particulier","V007"
245,"27/11/2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","Carte",12,"2.74","2.04",0,"Particulier","V026"
246,"2024-09-01","NGA","Kawa Market – Ngaliema","BOISSONS","Eau 1,5L","cash",12,"0.59","0.46",0,"Particulier","V027"
247,"2024-11-08","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","",3,"2.19","1.42",5,"","V003"
248,"25 septembre 2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Carte",9,"1.81","1.29",0,"","V016"
249,"12 octobre 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Carte",8,"7.48","3.91",5,"","V016"
250,"2024-07-12","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",8,"4.35","2.83",0,"","V032"
251,"08/10/2024","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Carte",9,"2.47","1.72",5,"","V024"
252,"13 novembre 2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Carte",2,"0.74","0.52",0,"","V023"
253,"25/12/2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","cash",12,"1.58","0.84",10,"Corporate","V013"
254,"7 avril 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé citron 25 sachets","cash",11,"6.36","4.65",5,"","V038"
255,"25 janvier 2024","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","Carte bancaire",12,"2.52","1.81",0,"Particulier","V025"
256,"2 août 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Momo",5,"1.18","0.64",5,"","V036"
257,"12/04/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Carte",11,"0.83","0.59",0,"","V008"
258,"2024-12-29","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Mobile Money",9,"0.77","0.47",0,"Particulier","V013"
259,"15/03/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Haricots 1kg","Carte bancaire",6,"8.51","4.52",NULL,"Corporate","V036"
260,"20 décembre 2024","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","mobile money",6,"2.91","1.50",NULL,"","V013"
261,"20 novembre 2024","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","carte",12,"2.01","1.47",0,"","V029"
262,"20/09/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",5,"4.52","3.05",0,"Particulier","V022"
263,"01/11/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Momo",10,"2.43","1.27",NULL,"","V034"
264,"31 juillet 2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Mobile Money",4,"2.12","1.27",0,"Corporate","V040"
265,"05/01/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Sucre 1kg","cash",10,"9.35","5.36",0,"","V025"
266,"24/05/2024","KIN","Kawa Market – Kintambo","EPICERIE","Sucre 1kg","Mobile Money",5,"9.19","5.13",10,"","V007"
267,"03/02/2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Carte",2,"1.01","0.76",NULL,"","V005"
268,"14/02/2024","GOM","Kawa Market – Gombe","BOISSONS","Jus naturel 1L","",10,"1.73","1.34",5,"","V029"
269,"30/09/2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","carte",1,"2.25","1.17",10,"Particulier","V019"
270,"2024-08-12","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","Mobile Money",9,"1.05","0.76",10,"","V010"
271,"2024-11-27","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Cash",1,"0.52","0.35",10,"Particulier","V020"
272,"26 novembre 2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","cash",5,"0.79","0.44",10,"Particulier","V036"
273,"20/02/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","Momo",3,"2.85","1.63",0,"Particulier","V013"
274,"26/10/2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Momo",3,"0.52","0.30",0,"","V018"
275,"2024-08-24","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","Carte bancaire",3,"7.16","3.76",0,"Corporate","V035"
276,"10 janvier 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",1,"6.21","4.12",10,"","V010"
277,"28/05/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","CASH",6,"2.26","1.58",10,"Corporate","V033"
278,"15 mars 2024","NGA","Kawa Market – Ngaliema","FRAIS","Lait frais 1L","Cash",8,"1.00","0.58",0,"Particulier","V014"
279,"24/01/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","carte",11,"8.64","6.48",0,"Corporate","V025"
280,"2024-09-21","MAT","Kawa Market – Matete","BOISSONS","Boisson énergisante 33cl","Momo",8,"1.69","1.29",0,"Corporate","V029"
729,"26 avril 2024","LIM","Kawa Market – Limete","BOISSONS","Eau 1,5L","Cash",11,"0.56","0.39",5,"","V003"
281,"05/04/2024","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","cash",4,"1.95","1.17",0,"","V031"
282,"04/05/2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Cash",11,"2.29","1.76",0,"Particulier","V011"
283,"15 octobre 2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Cash",8,"2.02","1.30",5,"Corporate","V015"
284,"3 avril 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","",11,"1.70","1.08",10,"Particulier","V015"
285,"15 septembre 2024","MAT","Kawa Market – Matete","BOISSONS","Eau 1,5L","CASH",10,"1.40","1.07",10,"Particulier","V006"
286,"13 décembre 2024","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","Mobile Money",12,"2.35","1.34",5,"","V023"
287,"2024-02-20","LIM","Kawa Market – Limete","EPICERIE","Sucre 1kg","Cash",5,"6.79","4.50",0,"Corporate","V001"
288,"2024-01-04","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Momo",2,"0.73","0.51",0,"","V035"
289,"2024-04-14","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","CASH",9,"2.44","1.41",0,"","V026"
290,"16 août 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Carte",6,"7.20","4.93",NULL,"Particulier","V011"
291,"29 août 2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","Mobile Money",6,"4.32","2.21",5,"","V040"
292,"30 mars 2024","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","cash",9,"1.14","0.58",10,"","V040"
293,"21/03/2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Carte",7,"1.92","1.26",NULL,"Particulier","V006"
294,"2024-06-26","LIM","Kawa Market – Limete","HYGIENE","Savon de toilette","Momo",10,"0.52","0.29",10,"Particulier","V036"
295,"11 mai 2024","KIN","Kawa Market – Kintambo","EPICERIE","Sucre 1kg","mobile money",8,"8.16","5.93",5,"","V038"
296,"22 avril 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Momo",9,"1.30","0.92",0,"Corporate","V019"
297,"2024-04-01","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","Carte",3,"9.58","6.75",0,"","V013"
298,"7 mai 2024","MAS","Kawa Market – Masina","BOISSONS","Eau 1,5L","Cash",11,"1.93","1.25",0,"Particulier","V031"
299,"2024-10-21","MAT","Kawa Market – Matete","BOISSONS","Jus naturel 1L","Mobile Money",10,"0.69","0.45",5,"","V035"
300,"22/08/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","mobile money",1,"0.54","0.30",10,"Particulier","V021"
301,"2024-05-17","KIN","Kawa Market – Kintambo","EPICERIE","Huile végétale 1L","CASH",7,"3.68","2.61",0,"","V026"
302,"27/04/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Haricots 1kg","Carte",7,"3.57","2.64",NULL,"Corporate","V031"
303,"18 novembre 2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Momo",5,"1.91","1.28",5,"Particulier","V011"
304,"18 août 2024","MAS","Kawa Market – Masina","EPICERIE","Huile végétale 1L","mobile money",9,"9.45","5.46",0,"","V008"
305,"28 novembre 2024","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","Momo",11,"1.27","0.93",5,"Particulier","V025"
306,"2024-11-23","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Cash",3,"1.36","0.81",NULL,"","V018"
307,"4 juillet 2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Mobile Money",3,"3.49","1.88",0,"","V006"
308,"30 août 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",2,"5.05","2.76",NULL,"","V020"
309,"26/09/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé noir sachets","Momo",8,"7.90","5.23",0,"","V009"
310,"19 novembre 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","carte",11,"2.37","1.83",5,"Corporate","V006"
311,"1 janvier 2024","LIM","Kawa Market – Limete","EPICERIE","Huile végétale 1L","mobile money",1,"7.50","4.86",5,"","V001"
312,"2024-10-07","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","Momo",4,"0.82","0.59",5,"","V015"
313,"9 novembre 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","carte",9,"8.47","5.28",0,"Corporate","V009"
314,"2024-11-14","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Cash",9,"2.18","1.73",0,"","V009"
315,"09/09/2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Momo",8,"2.21","1.13",0,"Corporate","V004"
316,"2024-05-08","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Momo",4,"6.95","3.54",5,"Particulier","V034"
317,"14/06/2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","carte",9,"0.81","0.52",0,"Corporate","V024"
318,"2024-11-20","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","mobile money",2,"5.58","3.20",0,"","V039"
319,"17 décembre 2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","CASH",11,"0.88","0.58",0,"Corporate","V032"
320,"12 août 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",3,"5.00","2.56",NULL,"","V036"
321,"2024-06-27","NGA","Kawa Market – Ngaliema","FRAIS","Lait frais 1L","carte",3,"0.58","0.79",0,"","V035"
322,"10 janvier 2024","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","mobile money",2,"2.80","1.85",5,"Corporate","V034"
323,"28 juillet 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café Arabica 250g","carte",2,"4.18","3.27",0,"Particulier","V013"
324,"17 juillet 2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","carte",5,"0.67","0.38",NULL,"Particulier","V001"
325,"2024-02-10","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","carte",7,"7.29","5.38",0,"","V034"
326,"22/09/2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Carte",4,"0.98","0.68",10,"Corporate","V036"
327,"2 juillet 2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Cash",3,"1.87","1.22",NULL,"Corporate","V035"
328,"2024-06-15","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Carte",10,"1.10","0.73",5,"","V024"
329,"25 mai 2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Mobile Money",5,"3.95","2.23",0,"Particulier","V018"
330,"18/02/2024","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","CASH",6,"9.12","5.24",0,"","V006"
331,"2024-06-15","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","carte",2,"1.95","1.15",NULL,"","V006"
332,"2024-08-10","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","carte",7,"0.58","0.38",0,"Corporate","V021"
333,"2024-07-20","KIN","Kawa Market – Kintambo","HYGIENE","Papier hygiénique 4 rouleaux","Cash",7,"1.51","0.93",0,"","V006"
334,"23 juillet 2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","CASH",9,"1.00","0.62",10,"Corporate","V036"
335,"2024-08-08","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","cash",7,"1.98","1.20",0,"","V039"
336,"14 août 2024","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","Cash",11,"1.37","1.00",0,"Particulier","V004"
337,"27/05/2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Momo",8,"0.56","0.32",10,"Corporate","V014"
338,"13 mars 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","mobile money",11,"1.82","1.05",0,"","V013"
339,"05/01/2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","carte",6,"2.66","1.35",NULL,"","V015"
340,"5 septembre 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","cash",8,"6.24","4.45",0,"","V034"
341,"2024-12-16","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","cash",5,"2.53","1.74",5,"Particulier","V036"
342,"11/03/2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","carte",11,"2.18","1.36",10,"Corporate","V028"
343,"15 avril 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Carte bancaire",3,"1.58","1.12",10,"Corporate","V028"
344,"2024-03-21","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Carte bancaire",3,"1.61","1.23",NULL,"Particulier","V021"
345,"22 novembre 2024","MAS","Kawa Market – Masina","BOISSONS","Soda 50cl","Cash",3,"0.54","0.43",10,"","V039"
346,"02/07/2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","carte",8,"2.25","1.38",5,"","V031"
347,"2024-01-08","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","Cash",3,"1.89","1.50",10,"","V021"
348,"7 novembre 2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","mobile money",12,"1.93","1.28",NULL,"Particulier","V034"
349,"5 mai 2024","KIN","Kawa Market – Kintambo","FRAIS","Fromage local 200g","cash",7,"1.74","1.20",0,"Corporate","V019"
350,"2024-03-26","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","carte",3,"2.12","1.47",0,"Particulier","V012"
351,"2024-07-30","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","mobile money",12,"7.58","5.80",0,"","V021"
352,"04/03/2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Carte",2,"1.81","1.11",10,"Corporate","V025"
353,"03/12/2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","Carte bancaire",7,"0.96","0.69",5,"","V012"
354,"09/05/2024","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Carte bancaire",10,"2.70","1.54",10,"","V030"
355,"2024-10-07","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Cash",3,"0.64","0.39",0,"","V037"
356,"01/08/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","carte",12,"2.25","1.51",10,"Corporate","V030"
357,"2024-06-14","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",5,"5.88","3.16",0,"","V034"
358,"19 octobre 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","mobile money",12,"2.62","1.93",NULL,"","V028"
359,"30/06/2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","carte",11,"2.24","2.49",10,"Corporate","V019"
360,"16 avril 2024","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","Momo",9,"2.50","1.41",NULL,"Corporate","V019"
361,"04/01/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","mobile money",10,"6.93","3.53",0,"Corporate","V022"
362,"19 janvier 2024","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","Carte",9,"2.73","1.74",5,"Particulier","V034"
